SCHEMA,TABLES,VIEWS,FF,STAGES,SP,FUNCTIONS,STREAMS,TASKS
PRS,,"PURCH_ORG_V,COMP_CODE_V,MATERIAL_V,YMATLSRVC_V,YPACK0001_V,YPACK0002_V,YRAW00001_V,YRAW00002_V,YFG0001_V,YFING0002_V,VENDOR_V,YPVENDOR_V,Y5PPLZ_V",,,, ,,
